question,answer,context,start_pos
 Languages can be classified by their position along what dimensions?,typological,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",219
 What are encoder-decoder networks composed of?,"an encoder network that takes an input sequence and creates a contextualized representation of it, the context","• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",361
 What is an encoder network that takes an input sequence and creates a contextualized representation of it?,Encoder-decoder networks,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",286
 The context representation is then passed to a decoder which generates what?,a task-specific output sequence,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",545
 What mechanism allows the decoder to view information from all hidden states of the encoder?,attention mechanism,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",584
 What is greedy decoding?,choosing the single most probable token to generate at each step,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",751
 What is this fixed-size memory footprint called?,the beam width,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1011
 Machine translation models are trained on what?,a parallel corpus,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1071
 What are translation models trained on?,a parallel corpus,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1071
 What is a bitext?,a text that appears in two (or more) languages,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1117
 Backtranslation uses monolingual corpora in what language?,target language,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1236
 What does MT engine backwards create?,synthetic bitexts,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1301
 What is MT evaluated by?,measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language).,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1341
 Who is the gold standard?,Human evaluation,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1500
 What measure character n-gram overlap with human translations?,chrF,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1577
 What measure more recent metrics based on embedding similarity?,chrF,"• Languages have divergences, both structural and lexical, that make translation difficult. • The linguistic field of typology investigates some of these differences; languages can be classified by their position along typological dimensions like whether verbs precede their objects. • Encoder-decoder networks (either for RNNs or transformers) are composed of an encoder network that takes an input sequence and creates a contextualized representation of it, the context. This context representation is then passed to a decoder which generates a task-specific output sequence. • The attention mechanism in RNNs, and cross-attention in transformers, allows the decoder to view information from all the hidden states of the encoder. • For the decoder, choosing the single most probable token to generate at each step is called greedy decoding. • In beam search, instead of choosing the best token to generate at each timestep, we keep k possible tokens at each step. This fixed-size memory footprint k is called the beam width. • Machine translation models are trained on a parallel corpus, sometimes called a bitext, a text that appears in two (or more) languages. • Backtranslation is a way of making use of monolingual corpora in the target language by running a pilot MT engine backwards to create synthetic bitexts. • MT is evaluated by measuring a translation's adequacy (how well it captures the meaning of the source sentence) and fluency (how fluent or natural it is in the target language). Human evaluation is the gold standard, but automatic evaluation metrics like chrF, which measure character n-gram overlap with human translations, or more recent metrics based on embedding similarity, are also commonly used.",1577
 What is a fundamental tool in language processing?,The regular expression,"The regular expression is a fundamental tool in language processing, and this chapter showed how to perform basic text normalization tasks.",0
 What did this chapter show how to perform?,basic text normalization tasks,"The regular expression is a fundamental tool in language processing, and this chapter showed how to perform basic text normalization tasks.",108
 What is the minimum edit distance?,minimum edit distance,The minimum edit distance was introduced.,4
 What is a summary of the main points we covered?,Here,Here is a summary of the main points we covered.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What language can be used for pattern matching?,regular expression,The regular expression language can be used for pattern matching.,4
 What are two basic operations in regular expressions?,concatenation of symbols and disjunction of symbols,Basic operations in regular expressions include concatenation of symbols and disjunction of symbols.,48
 Concatenation of symbols and disjunction of symbols are two examples of what?,Basic operations in regular expressions,Basic operations in regular expressions include concatenation of symbols and disjunction of symbols.,0
 What can be done by cascades of simple regular expression substitution?,Word tokenization and normalization,Word tokenization and normalization can be done by cascades of simple regular expression substitution.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
" What algorithm can be used to stemming, stripping off affixes?",Porter algorithm,"The Porter algorithm can be used to stemming, stripping off affixes.",4
 What kind of accuracy does this tool not have?,high,"It doesn't have high accuracy, but it is useful for some tasks.",16
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 How many operations does it take to edit one into the other?,minimum number,The minimum number of operations it takes to edit one into the other is the minimum edit distance.,4
 What is the minimum edit distance?,The minimum number of operations,The minimum number of operations it takes to edit one into the other is the minimum edit distance.,0
 What can be used to calculate the minimum edit distance?,Dynamic programming,Dynamic programming can be used to calculate the minimum edit distance.,0
 In what chapter were language modeling and the n-gram introduced?,this chapter,Language modeling and the n-gram were introduced in this chapter.,52
 Language models can be used to assign what to a sentence or a sequence of words?,a probability,Language models can be used to assign a probability to a sentence or a sequence of words.,38
 What are models that estimate words from a fixed window?,n-grams,n-grams are models that estimate words from a fixed window.,0
 What is the name of the neophyte?,n,n,0
 What does naivete mean?,n,n,0
 What can be estimated by counting in a corpus?,The maximum likelihood estimate,The maximum likelihood estimate can be estimated by counting in a corpus.,0
 What is used to evaluate n-gram language models?,perplexity,n-gram language models are evaluated using perplexity.,43
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is the geometric mean of the inverse test set probability computed by the model?,the perplexity of a test set,The geometric mean of the inverse test set probability computed by the model is the perplexity of a test set.,80
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is a more sophisticated way to estimate the probability of n-grams?,There is a more sophisticated way to estimate the probability of n-grams.,There is a more sophisticated way to estimate the probability of n-grams.,0
 Lower-order n-gram counts are used for what?,smoothing,Lower-order n-gram counts are used for smoothing.,39
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is required to create a probability distribution?,discounting,discounting is required to create a probability distribution.,0
 Kneser-Ney smoothing uses the probability of a word being what?,a novel continuation,The probability of a word being a novel continuation is used by Kneser-Ney smoothing.,32
 What is mixed with a lower-order continuation probability?,A discounted probability,A discounted probability is mixed with a lower-order continuation probability.,0
 What was applied to the text categorization task of sentiment analysis?,naive Bayes model,The naive Bayes model was applied to the text categorization task of sentiment analysis.,4
 What was the naive Bayes model?,text categorization task of sentiment analysis,The naive Bayes model was applied to the text categorization task of sentiment analysis.,41
 Language processing tasks can be seen as tasks of what?,classification,Language processing tasks can be seen as tasks of classification.,50
 What is the term for when an entire text is assigned a class from a finite set?,Text categorization,Text categorization is when an entire text is assigned a class from a finite set.,0
 What type of analysis considers a text to be a reflection of the positive or negative orientation a writer expresses toward an object?,Sentiment,Sentiment analysis considers a text to be a reflection of the positive or negative orientation that a writer expresses toward an object.,0
 The bag of words assumption and the conditional independence assumption are made by what model?,generative,The bag of words assumption and the conditional independence assumption are made by a generative model.,86
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 Bayes with binarized features seem to work better for what?,text classification tasks,Bayes with binarized features seem to work better for text classification tasks.,54
 What are classifiers evaluated based on?,recall and precision,Classifiers are evaluated based on recall and precision.,35
 What is included in the training set?,The use of cross-validation,The use of cross-validation in the training set is included in the training set.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What should we use if we can't be sure that one version is better than the other?,a statistical significance test,"If we can't be sure that one version is better than the other, we should use a statistical significance test.",77
 What should harms that may be caused by a model be reported in?,a model card,"The harms that may be caused by the model, including its training data and other components, should be reported in a model card.",115
 What model of classification was introduced in this chapter?,model of classification,The model of classification was introduced in this chapter.,4
 What is supervised machine learning classification?,Logistic regression,"Logistic regression is a supervised machine learning classification that extracts real-valued features from the input, sums them, and passes the sum through a sigmoid function to generate a probability.",0
 What does logistic regression extract from input?,real-valued features,"Logistic regression is a supervised machine learning classification that extracts real-valued features from the input, sums them, and passes the sum through a sigmoid function to generate a probability.",82
 What is used to make a decision?,A threshold,A threshold is used to make a decision.,0
 What can be used with more than one class?,Logistic regression,"Logistic regression can be used with more than one class, for example for text classification and part-of-speech labeling.",0
" For example, what can logistic regression be used for?",text classification and part-of-speech labeling,"Logistic regression can be used with more than one class, for example for text classification and part-of-speech labeling.",74
 What function is used to compute probabilities?,softmax,The softmax function is used to compute probabilities.,4
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is a problem that can be solved using iterative techniques?,Minimizing the loss function,Minimizing the loss function is a problem that can be solved using iterative techniques.,0
 Is regularization used to avoid overfitting?,Regularization is used to avoid overfitting,Regularization is used to avoid overfitting.,0
 What is one of the most useful analytic tools?,Logistic regression,Logistic regression is one of the most useful analytic tools because of its ability to study the importance of individual features.,0
 Logistic regression studies the importance of what?,individual features,Logistic regression is one of the most useful analytic tools because of its ability to study the importance of individual features.,111
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is modeled as a point in high-dimensional space?,A word,A word is modeled as a point in high-dimensional space.,0
 What is mapped to a fixed embedded in the chapter?,Each word,Each word is mapped to a fixed embedded in the chapter.,0
 What are the two classes of semantic models?,sparse and dense,There are two classes of semantic models: sparse and dense.,42
 Cells are functions of what?,co-occurrence counts,Cells are functions of co-occurrence counts and each corresponds to a word in the vocabulary.,23
 Each cell corresponds to a word in the vocabulary?,Cells,Cells are functions of co-occurrence counts and each corresponds to a word in the vocabulary.,0
 What does the matrix have for each word in the vocabulary?,a row,The matrix has a row for each word in the vocabulary and a column for each document.,15
 What is the column for each document?,matrix,The matrix has a row for each word in the vocabulary and a column for each document.,4
 What is another name for the word-context matrix?,term-term,The word-context or term-term matrix has a row for each target word in the vocabulary and a column for each context term in the vocabulary.,20
 What is the row for each target word in the vocabulary?,The word-context or term-term matrix,The word-context or term-term matrix has a row for each target word in the vocabulary and a column for each context term in the vocabulary.,0
 The column for each context term is what?,vocabulary,The word-context or term-term matrix has a row for each target word in the vocabulary and a column for each context term in the vocabulary.,128
 What are the two most common sparse weights for word-context matrices?,tf-idf and PPMI,The tf-idf and PPMI are the two most common sparse weights for word-context matrices.,4
 What is the density of the models?,50-1000,The density of the models is 50-1000.,29
 What is a popular way to compute dense embeddeds?,Word2vec,Word2vec is a popular way to compute dense embeddeds.,0
 What is the chance that two words are likely to appear near a text?,There,There is a chance that two words are likely to occur nearby in text.,0
 What product is used to calculate the probability?,dot product,The dot product is used to calculate the probability.,4
 How does Skip-gram learn from embeddings that have a high and low dot product?,a method of training,Skip-gram uses a method of training that learns from the embeddings that have a high dot product and low dot product.,15
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is the name of the method based on word co-occurrence probabilities?,GloVe,The method based on word co-occurrence probabilities is called GloVe.,63
 What is GloVe?,The method based on word co-occurrence probabilities,The method based on word co-occurrence probabilities is called GloVe.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What determines the similarities between Word and document?,the function of the dot product between the vectors,Word and document similarities are determined by the function of the dot product between the vectors.,49
 What is the most popular metric?,normalized dot product,The normalized dot product is the most popular metric.,4
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What were neural networks originally inspired by?,human neurons,Neural networks were originally inspired by human neurons but are now just an abstract computational device.,44
 What are neural networks now just an abstract computational device?,Neural networks were originally inspired by human neurons,Neural networks were originally inspired by human neurons but are now just an abstract computational device.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 Neural units add a bias and apply a non- linear activation function like what?,"sigmoid, tanh, or rectified linear unit","Neural units add a bias and apply a non- linear activation function like sigmoid, tanh, or rectified linear unit.",73
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is the name of the unit in layer i connected to?,each unit in layer i + 1,Each unit in layer i is connected to each unit in layer i + 1 and there are no cycles.,37
 What happens when each unit is connected to each unit?,there are no cycles,Each unit in layer i is connected to each unit in layer i + 1 and there are no cycles.,66
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What is powered by the ability of early layers to learn representations that can be used by later layers?,Neural networks,Neural networks are powered by the ability of early layers to learn representations that can be used by later layers.,0
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 How are neural networks trained?,Neural networks are trained.,Neural networks are trained.,0
 What is used to compute the loss function for a network?,error backpropagation,The error backpropagation is used to compute the loss function for a network.,4
 What is the name of the person who has a job?,a,There is a,9
 What type of job is there?,a,There is a,9
 Where is there a place to go?,a,There is a,9
 What do neural language models use to estimate the probability of the next word?,a neural network,Neural language models use a neural network to estimate the probability of the next word.,27
 Neural language models can learn embeddeds from scratch or what?,pretrained,Neural language models can learn embeddeds from scratch or pretrained them.,59
 What were introduced in this chapter?,Part of speech and named entities,Part of speech and named entities were introduced in this chapter.,0
 What was introduced in the chapter that dealt with speech and named entities?,Part of speech,Part of speech and named entities were introduced in this chapter.,0
